Non-Urban Exclusion,NFS Region Exclusion,Mainland Exclusion ,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
.,.,.,.,6750,Corymbia citriodora,Corymbia,citriodora,.,.,COCI4,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6751,redflower gum,Corymbia,ficifolia,.,.,COFI7,U,"P, U",U,U,.,P,.,.
.,.,.,.,6752,red bloodwood,Corymbia,gummifera,.,.,COGU4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6754,karaka nut,Corynocarpus,laevigatus,.,.,COLA6,U,"P, U",U,U,.,P,.,.
.,.,.,.,5603,European smoketree,Cotinus,coggygria,.,.,COCO10,U,U,U,U,.,.,U,.
.,.,.,.,996,smoketree,Cotinus,obovatus,.,.,COOB2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6756,cannonball tree,Couroupita,guianensis,.,.,COGU3,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,503,Brainerd's hawthorn,Crataegus,brainerdii,.,.,CRBR3,.,U,U,U,.,.,.,P2
.,.,.,.,504,pear hawthorn,Crataegus,calpodendron,.,.,CRCA,.,U,U,U,.,.,.,P2
.,.,.,.,505,fireberry hawthorn,Crataegus,chrysocarpa,.,.,CRCH,.,U,U,U,.,.,.,P2
.,.,.,.,501,cockspur hawthorn,Crataegus,crus-galli,.,.,CRCR2,.,"PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,506,broadleaf hawthorn,Crataegus,dilatata,.,.,CRDI,.,U,U,U,.,.,.,P2
.,.,.,.,507,fanleaf hawthorn,Crataegus,flabellata,.,.,CRFL,.,U,U,U,.,.,.,P2
.,.,.,.,502,downy hawthorn,Crataegus,mollis,.,.,CRMO2,.,"PNWS, U",U,"R, U",.,.,.,P2
NUE,.,.,.,508,oneseed hawthorn,Crataegus,monogyna,.,.,CRMO3,.,U,U,U,.,.,.,P2
.,.,.,.,509,scarlet hawthorn,Crataegus,pedicellata,.,.,CRPE,.,U,U,U,.,.,.,P2
.,"3, 4, 5, 6, 10",.,.,500,hawthorn spp.,Crataegus,spp.,.,.,CRATA,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,5092,fleshy hawthorn,Crataegus,succulenta,.,.,CRSU5,.,U,U,U,.,.,.,P2
.,.,.,.,5093,dwarf hawthorn,Crataegus,uniflora,.,.,CRUN,.,U,U,U,.,.,.,P2
.,.,.,.,6758,sacred garlic pear,Crateva,religiosa,.,.,CRRE12,U,"P, U",U,U,.,P,.,.
.,.,.,.,6760,"houka, calabash",Crescentia,alata,.,.,CRAL11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6761,common calabash tree,Crescentia,cujete,.,.,CRCU,U,U,U,"C, U",C,.,.,.
.,.,.,.,6762,higuerito,Crescentia,linearifolia,.,.,CRLI5,U,U,U,"C, U",C,.,.,.
.,.,.,.,6763,higuero de sierra,Crescentia,portoricensis,.,.,CRPO6,U,U,U,"C, U",C,.,.,.
.,.,.,.,6765,Critonia portoricensis,Critonia,portoricensis,.,.,CRPO7,U,U,U,"C, U",C,.,.,.
.,.,.,.,6767,maidenberry,Crossopetalum,rhacoma,.,.,CRRH,U,U,U,"C, U",C,.,.,.
.,.,.,.,6769,Saitamu,Crossostylis,biflora,.,.,CRBI9,U,"P, U",U,U,.,P,.,.
.,.,.,.,6771,longbeak rattlebox,Crotalaria,longirostrata,.,.,CRLO3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6773,wild marrow,Croton,astroites,.,.,CRAS3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6774,Croton flavens,Croton,flavens,.,.,CRFL23,U,U,U,"C, U",C,.,.,.
.,.,.,.,6775,sabinon,Croton,poecilanthus,.,.,CRPO4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6779,laulilii,Cryptocarya,elegans,.,.,CREL8,U,"P, U",U,U,.,P,.,.
.,.,.,.,6781,holio,Cryptocarya,mannii,.,.,CRMA8,U,"P, U",U,U,.,P,.,.
.,.,.,.,6778,Cryptocarya oreophila,Cryptocarya,oreophila,.,.,CROR5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6784,laulilii,Cryptocarya,turbinata,.,.,CRTU4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6786,Japanese cedar,Cryptomeria,japonica,.,.,CRJA3,U,"P, U",U,"C, U",C,P,.,.
.,8,.,.,5776,storehousebush,Cudrania,tricuspidata,.,.,CUTR2,U,U,U,U,.,.,U,.
.,.,.,.,6788,Chinese fir,Cunninghamia,lanceolata,.,.,CULA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6790,wild ackee,Cupania,americana,.,.,CUAM,U,U,U,"C, U",C,.,.,.
.,.,.,.,6792,guara blanca,Cupania,triquetra,.,.,CUTR,U,U,U,"C, U",C,.,.,.
.,.,.,.,866,carrotwood,Cupaniopsis,anacardioides,.,.,CUAN4,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,5800,Leyland cypress,Cupressocyparis,leylandii,.,.,CULE2,U,U,U,U,.,.,U,.
.,.,.,.,51,Arizona cypress,Cupressus,arizonica,.,.,CUAR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,52,Baker or Modoc cypress,Cupressus,bakeri,.,.,CUBA,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,53,Tecate cypress,Cupressus,forbesii,.,.,CUFO2,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,6795,cedar-of-Goa,Cupressus,lusitanica,.,.,CULU2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,56,MacNab's cypress,Cupressus,macnabiana,.,.,CUMA,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,54,Monterey cypress,Cupressus,macrocarpa,.,.,CUMA2,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,55,Sargent's cypress,Cupressus,sargentii,.,.,CUSA3,"R, U","PNWS, U",U,U,.,.,.,P2
.,.,.,.,6796,Italian cypress,Cupressus,sempervirens,.,.,CUSE2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6800,Haleakala cyanea,Cyanea,aculeatiflora,.,.,CYAC4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6801,palmtree cyanea,Cyanea,arborea,.,.,CYAR10,U,"P, U",U,U,.,P,.,.
.,.,.,.,6802,Kauai cyanea,Cyanea,fissa,.,.,CYFI6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6805,Degeners cyanea,Cyanea,floribunda,.,.,CYFL4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6806,Kilauea Mauna cyanea,Cyanea,giffardii,.,.,CYGI5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6807,wetforest cyanea,Cyanea,hamatiflora,.,.,CYHA6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6810,Oahu cyanea,Cyanea,hardyi,.,.,CYHA7,U,"P, U",U,U,.,P,.,.
.,.,.,.,6811,prickly cyanea,Cyanea,horrida,.,.,CYHO6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6812,Limahuli Valley cyanea,Cyanea,kuhihewa,.,.,CYKU3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6813,Kunths cyanea,Cyanea,kunthiana,.,.,CYKU,U,"P, U",U,U,.,P,.,.
.,.,.,.,6814,giant kokee cyanea,Cyanea,leptostegia,.,.,CYLE5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6815,purple cyanea,Cyanea,macrostegia,.,.,CYMA10,U,"P, U",U,U,.,P,.,.
.,.,.,.,6818,Marks cyanea,Cyanea,marksii,.,.,CYMA14,U,"P, U",U,U,.,P,.,.
.,.,.,.,6819,hairy cyanea,Cyanea,pilosa,.,.,CYPI4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6822,pohaku cyanea,Cyanea,pohaku,.,.,CYPO5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6823,Molokai cyanea,Cyanea,procera,.,.,CYPR8,U,"P, U",U,U,.,P,.,.
.,.,.,.,6824,manyfruit cyanea,Cyanea,pycnocarpa,.,.,CYPY,U,"P, U",U,U,.,P,.,.
.,.,.,.,6825,oakleaf cyanea,Cyanea,quercifolia,.,.,CYQU,U,"P, U",U,U,.,P,.,.
.,.,.,.,6826,plateau delissea,Cyanea,rivularis,.,.,CYRI4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6827,pua kala,Cyanea,solenocalyx,.,.,CYSO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6828,cyanea,Cyanea,spp.,.,.,CYANE,U,"P, U",U,U,.,P,.,.
.,.,.,.,6829,Kaiholena cyanea,Cyanea,stictophylla,.,.,CYST5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6830,Mt. Kaala cyanea,Cyanea,superba,.,.,CYSU8,U,"P, U",U,U,.,P,.,.
.,.,.,.,6833,aku aku,Cyanea,tritomantha,.,.,CYTR6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6834,parrotfeather treefern,Cyathea,andina,.,.,CYAN,U,U,U,"C, U",C,.,.,.
.,.,.,.,6835,West Indian treefern,Cyathea,arborea,.,.,CYAR,U,U,U,"C, U",C,.,.,.
.,.,.,.,6837,Coopers cyathea,Cyathea,cooperi,.,.,CYCO18,U,"P, U",U,U,.,P,.,.
.,.,.,.,6838,olioli,Cyathea,decurrens,.,.,CYDE16,U,"P, U",U,U,.,P,.,.
.,.,.,.,6839,Jamaican treefern,Cyathea,furfuracea,.,.,CYFU,U,U,U,"C, U",C,.,.,.
.,.,.,.,6840,olioli,Cyathea,lunulata,.,.,CYLU5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6841,olioli,Cyathea,medullaris,.,.,CYME12,U,"P, U",U,U,.,P,.,.
.,.,.,.,6842,kattar,Cyathea,nigricans,.,.,CYNI7,U,"P, U",U,U,.,P,.,.
.,.,.,.,6843,small treefern,Cyathea,parvula,.,.,CYPA7,U,U,U,"C, U",C,.,.,.
.,.,.,.,6844,kattar,Cyathea,ponapeana,.,.,CYPO11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6848,helecho gigante,Cyathea,tenera,.,.,CYTE10,U,U,U,"C, U",C,.,.,.
.,.,.,.,6849,olioli,Cyathea,truncata,.,.,CYTR11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6850,Cybianthus sintenisii,Cybianthus,sintenisii,.,.,CYSI,U,U,U,"C, U",C,.,.,.
.,.,.,.,6852,queen sago,Cycas,circinalis,.,.,CYCI3,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6853,remiang,Cycas,revoluta,.,.,CYRE11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6855,ola,Cyclophyllum,barbatum,.,.,CYBA7,U,"P, U",U,U,.,P,.,.
.,.,.,.,5818,quince,Cydonia,oblonga,.,.,CYOB2,U,U,U,U,.,.,U,.
.,.,.,.,6857,oreganillo falso,Cynometra,portoricensis,.,.,CYPO2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6858,gulos,Cynometra,ramiflora,.,.,CYRA8,U,"P, U",U,U,.,P,.,.
.,.,.,.,6859,"eeme, aapwo",Cynometra,yokotae,.,.,CYYO,U,"P, U",U,U,.,P,.,.
.,.,.,.,6860,tree-tomato,Cyphomandra,betacea,.,.,CYBE3,U,"P, U",U,U,.,P,.,.
.,.,MLE,.,6862,swamp titi,Cyrilla,racemiflora,.,.,CYRA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6865,forest cyrtandra,Cyrtandra,giffardii,.,.,CYGI3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6864,Cyrtandra,Cyrtandra,ramosissima,.,.,CYRA3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6867,candletree,Dacryodes,excelsa,.,.,DAEX,U,U,U,"C, U",C,.,.,.
.,.,.,.,6868,cocobolo,Dalbergia,retusa,.,.,DARE6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6869,Indian rosewood,Dalbergia,sissoo,.,.,DASI,U,U,U,"C, U",C,.,.,.
.,.,.,.,6870,cocobolo,Dalbergia,tucurensis,.,.,DATU,U,"P, U",U,U,.,P,.,.
.,.,.,.,6871,burn nose,Daphnopsis,americana,.,.,DAAM2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6872,Heller's cieneguillo,Daphnopsis,helleriana,.,.,DAHE2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6873,emajagua de sierra,Daphnopsis,philippiana,.,.,DAPH,U,U,U,"C, U",C,.,.,.
.,.,.,.,6875,Hawaii delissea,Delissea,fallax,.,.,DEFA,U,"P, U",U,U,.,P,.,.
.,.,.,.,6876,cutleaf delissea,Delissea,laciniata,.,.,DELA4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6877,Niihau delissea,Delissea,niihauensis,.,.,DENI,U,"P, U",U,U,.,P,.,.
.,.,.,.,6880,smallflower delissea,Delissea,parviflora,.,.,DEPA9,U,"P, U",U,U,.,P,.,.
.,.,.,.,6881,delissea,Delissea,spp.,.,.,DELIS,U,"P, U",U,U,.,P,.,.
.,.,.,.,6882,leechleaf delissea,Delissea,undulata,.,.,DEUN2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6883,royal poinciana,Delonix,regia,.,.,DERE,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6885,salato,Dendrocnide,harveyi,.,.,DEHA5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6886,kahtat,Dendrocnide,latifolia,.,.,DELA13,U,"P, U",U,U,.,P,.,.
.,.,.,.,6888,angelica tree,Dendropanax,arboreus,.,.,DEAR,U,U,U,"C, U",C,.,.,.
.,.,.,.,6889,palo de vaca,Dendropanax,laurifolius,.,.,DELA3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6891,redpalm,Dictyosperma,album,.,.,DIAL13,U,"P, U",U,U,.,P,.,.
.,.,.,.,6896,chulta,Dillenia,indica,.,.,DIIN6,U,U,U,"C, U",C,.,.,.
.,.,.,.,6898,shrubby dillenia,Dillenia,suffruticosa,.,.,DISU11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6899,Dimocarpus longan,Dimocarpus,longan,.,.,DILO7,U,U,U,"C, U",C,.,.,.
.,.,.,.,6900,mabolo,Diospyros,blancoi,.,.,DIBL3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6902,Mabolo,Diospyros,discolor,.,.,DIDI9,U,"P, U",U,U,.,P,.,.
.,.,.,.,6904,anume,Diospyros,elliptica,.,.,DIEL3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6905,Diospyros ferrea,Diospyros,ferrea,.,.,DIFE5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6906,elama,Diospyros,hillebrandii,.,.,DIHI4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6907,persimmon,Diospyros,kaki,.,.,DIKA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6909,black apple,Diospyros,revoluta,.,.,DIRE6,U,U,U,"C, U",C,.,.,.
.,.,.,.,6910,auauli,Diospyros,samoensis,.,.,DISA16,U,"P, U",U,U,.,P,.,.
.,.,.,.,6911,lama,Diospyros,sandwicensis,.,.,DISA10,U,"P, U",U,U,.,P,.,.
.,.,.,.,6912,Chinese persimmon,Diospyros,sintenisii,.,.,DISI3,U,U,U,"C, U",C,.,.,.
.,.,.,w,522,Texas persimmon,Diospyros,texana,.,.,DITE3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,521,common persimmon,Diospyros,virginiana,.,.,DIVI5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6921,otot,Discocalyx,ponapensis,.,.,DIPO,U,"P, U",U,U,.,P,.,.
.,.,.,.,6923,jaboncillo,Ditta,myricoides,.,.,DIMY,U,U,U,"C, U",C,.,.,.
.,.,.,.,6927,Florida hopbush,Dodonaea,viscosa,.,.,DOVI,U,U,U,"C, U",C,.,.,.
.,.,.,.,6928,rru,Dolichandrone,spathacea,.,.,DOSP3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6930,Ceylon gooseberry,Dovyalis,hebecarpa,.,.,DOHE2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6932,fragrant dracaena,Dracaena,fragrans,.,.,DRFR2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6933,Dracaena multiflora,Dracaena,multiflora,.,.,DRMU2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6934,song of India,Dracaena,reflexa,.,.,DRRE6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6937,cafeillo,Drypetes,alba,.,.,DRAL5,U,U,U,"C, U",C,.,.,.
.,.,.,.,6935,Drypetes carolinensis,Drypetes,carolinensis,.,.,DRCA18,U,"P, U",U,U,.,P,.,.
.,.,.,.,6936,Drypetes dolichocarpa,Drypetes,dolichocarpa,.,.,DRDO3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6938,varital,Drypetes,glauca,.,.,DRGL2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6939,rosewood,Drypetes,ilicifolia,.,.,DRIL,U,U,U,"C, U",C,.,.,.
.,.,.,.,6940,guiana plum,Drypetes,lateriflora,.,.,DRLA3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6941,kevert,Drypetes,nitida,.,.,DRNI3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6943,.,Drypetes,vitiensis,.,.,DRVI5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6949,Drypetes yapensis,Drypetes,yapensis,.,.,DRYA,U,"P, U",U,U,.,P,.,.
.,.,.,.,6947,Mauna Kea dubautia,Dubautia,arborea,.,.,DUAR,U,"P, U",U,U,.,P,.,.
.,.,.,.,6944,Dubautia,Dubautia,demissifolia,.,.,DUDE,U,"P, U",U,U,.,P,.,.
.,.,.,.,6945,Dubautia,Dubautia,x fallax,.,.,DUFA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6948,forest dubautia,Dubautia,knudsenii,.,.,DUKN,U,"P, U",U,U,.,P,.,.
.,.,.,.,6952,Kauai dubautia,Dubautia,microcephala,.,.,DUMI,U,"P, U",U,U,.,P,.,.
.,.,.,.,6946,Dubautia,Dubautia,montana,.,.,DUMO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6953,plantainleaf dubautia,Dubautia,plantaginea,.,.,DUPL,U,"P, U",U,U,.,P,.,.
.,.,.,.,6957,netvein dubautia,Dubautia,reticulata,.,.,DURE2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6958,dubautia,Dubautia,spp.,.,.,DUBAU,U,"P, U",U,U,.,P,.,.
.,3,.,.,6961,golden dewdrops,Duranta,erecta,.,.,DUER,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6965,Durian,Durio,zibethinus,.,.,DUZI,U,"P, U",U,U,.,P,.,.
.,.,.,w,6966,yellow butterfly palm,Dypsis,lutescens,.,.,DYLU,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6968,maota mea,Dysoxylum,huntii,.,.,DYHU2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6969,maota,Dysoxylum,maota,.,.,DYMA,U,"P, U",U,U,.,P,.,.
.,.,.,.,6972,Dysoxylum mollissimum ssp. Molle,Dysoxylum,mollissimum,.,.,DYMOM,U,"P, U",U,U,.,P,.,.
.,.,.,.,6970,mamala,Dysoxylum,samoense,.,.,DYSA,U,"P, U",U,U,.,P,.,.
.,.,.,.,868,Blackbead ebony,Ebenopsis,ebano,.,.,EBEB,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,w,523,Anacua knockaway,Ehretia,anacua,.,.,EHAN,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,997,Russian-olive,Elaeagnus,angustifolia,.,.,ELAN,"R, U","PNWS, U","R, U ","R, U",.,.,.,P2
.,.,.,.,6973,oil nut palm,Elaeis,guineensis,.,.,ELGU,U,"P, U",U,U,.,P,.,.
.,.,.,.,6975,kalia,Elaeocarpus,bifidus,.,.,ELBI,U,"P, U",U,U,.,P,.,.
.,.,.,.,6976,syatak,Elaeocarpus,carolinensis,.,.,ELCA20,U,"P, U",U,U,.,P,.,.
.,.,.,.,6977,`a`mati`e,Elaeocarpus,floridanus,.,.,ELFL6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6978,Elaeocarpus graeffei,Elaeocarpus,graeffei,.,.,ELGR,U,"P, U",U,U,.,P,.,.
.,.,.,.,6979,sapatua,Elaeocarpus,grandis,.,.,ELGR6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6980,joga,Elaeocarpus,joga,.,.,ELJO,U,"P, U",U,U,.,P,.,.
.,.,.,.,6981,Elaeocarpus kerstingianus,Elaeocarpus,kerstingianus,.,.,ELKE,U,"P, U",U,U,.,P,.,.
.,.,.,.,6974,Kosrae elaeocarpus,Elaeocarpus,kusaiensis,.,.,ELKU2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6982,"maratte, opop",Elaeocarpus,kusanoi,.,.,ELKU,U,"P, U",U,U,.,P,.,.
.,.,.,.,6984,aamatie,Elaeocarpus,tonganus,.,.,ELTO4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6985,Elaeocarpus,Elaeocarpus,ulianus,.,.,ELUL,U,"P, U",U,U,.,P,.,.
.,.,.,.,6990,taputoi,Elattostachys,falcata,.,.,ELFA3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6994,elaeocarpa,Endiandra,elaeocarpa,.,.,ENEL,U,"P, U",U,U,.,P,.,.
.,.,.,.,6996,monkeysoap,Enterolobium,cyclocarpum,.,.,ENCY,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6997,bronze loquat,Eriobotrya,deflexa,.,.,ERDE16,U,U,U,U,.,.,U,.
.,.,.,.,6998,loquat,Eriobotrya,japonica,.,.,ERJA3,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,7000,blacktorch,Erithalis,fruticosa,.,.,ERFR4,U,U,U,"C, U",C,.,.,.
.,.,.,.,7004,machete,Erythrina,berteriana,.,.,ERBE3,U,U,U,"C, U",C,.,.,.
.,.,.,.,7005,coral erythrina,Erythrina,corallodendron,.,.,ERCO22,U,U,U,"C, U",C,.,.,.
.,.,.,.,7003,naked coral tree,Erythrina,coralloides,.,.,ERCO,U,U,U,U,.,.,U,.
.,.,.,.,7006,crybabytree,Erythrina,crista-galli,.,.,ERCR6,U,U,U,"C, U",C,.,.,.
.,.,.,.,7007,cock's spur,Erythrina,eggersii,.,.,EREG,U,U,U,"C, U",C,.,.,.
.,.,.,.,7008,bucayo,Erythrina,fusca,.,.,ERFU2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,7011,mountain immortelle,Erythrina,poeppigiana,.,.,ERPO5,U,U,U,"C, U",C,.,.,.
.,.,.,.,7012,wili wili,Erythrina,sandwicensis,.,.,ERSA11,U,"P, U",U,U,.,P,.,.
.,.,.,.,7014,gatae palagi,Erythrina,subumbrans,.,.,ERSU15,U,"P, U",U,U,.,P,.,.
.,.,.,.,7015,tiger's claw,Erythrina,variegata,.,.,ERVA7,U,U,U,"C, U",C,.,.,.
.,.,.,.,7016,tiger's claw,Erythrina,variegata,orientalis,.,ERVAO,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,7017,acuminatissimum,Erythrospermum,acuminatissimum,.,.,ERAC10,U,"P, U",U,U,.,P,.,.
.,.,.,.,7019,swamp-redwood,Erythroxylum,areolatum,.,.,ERAR17,U,U,U,"C, U",C,.,.,.
.,.,.,.,7021,ratwood,Erythroxylum,rotundifolium,.,.,ERRO3,U,U,U,"C, U",C,.,.,.
.,.,.,.,7022,rufous false cocaine,Erythroxylum,rufum,.,.,ERRU4,U,U,U,"C, U",C,.,.,.
.,.,.,.,7024,Urban's false cocaine,Erythroxylum,urbanii,.,.,ERUR4,U,U,U,"C, U",C,.,.,.
.,.,.,.,7025,southern mahogany,Eucalyptus,botryoides,.,.,EUBO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,7026,applebox,Eucalyptus,bridgesiana,.,.,EUBR2,U,"P, U",U,U,.,P,.,.
.,.,.,.,512,river redgum,Eucalyptus,camaldulensis,.,.,EUCA2,"R, U","PNWS, P, U","R, U",U,.,P,.,P2
.,.,.,.,7028,argyle apple,Eucalyptus,cinerea,.,.,EUCI80,U,"P, U",U,U,.,P,.,.
.,.,.,.,7030,sugargum,Eucalyptus,cladocalyx,.,.,EUCL,U,"P, U",U,U,.,P,U,.
.,.,.,.,7035,silver-dollar eucalyptus,Eucalyptus,cordata,.,.,EUCO31,U,U,U,U,.,.,U,.
.,.,.,.,7031,yate,Eucalyptus,cornuta,.,.,EUCO3,U,"P, U",U,U,.,P,.,.
.,.,.,.,7032,narrowleaf red ironbark,Eucalyptus,crebra,.,.,EUCR,U,"P, U",U,U,.,P,.,.
.,.,.,.,7033,roundleaf gum,Eucalyptus,deanei,.,.,EUDE,U,"P, U",U,U,.,P,.,.
.,.,.,.,7034,Indonesian gum,Eucalyptus,deglupta,.,.,EUDE2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,511,Tasmanian bluegum,Eucalyptus,globulus,.,.,EUGL,"R, U","PNWS, P, U","R, U",U,.,P,.,P2
.,.,.,.,7038,tuart,Eucalyptus,gomphocephala,.,.,EUGO,U,"P, U",U,U,.,P,.,.
.,.,.,.,7039,mountain graygum,Eucalyptus,goniocalyx,.,.,EUGO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,513,grand eucalyptus,Eucalyptus,grandis,.,.,EUGR12,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
.,.,.,.,7041,white box,Eucalyptus,hemiphloia,.,.,EUHE12,U,"P, U",U,U,.,P,.,.
.,.,.,.,7036,white ironbark,Eucalyptus,leucoxylon,.,.,EULE13,U,U,U,U,.,.,U,.
.,.,.,.,7043,spotted gum,Eucalyptus,maculata,.,.,EUMA23,U,U,U,"C, U",C,.,.,.
.,.,.,.,7044,jarrah,Eucalyptus,marginata,.,.,EUMA4,U,"P, U",U,U,.,P,.,.
.,.,.,.,7045,Australian tallowwood,Eucalyptus,microcorys,.,.,EUMI,U,"P, U",U,U,.,P,.,.
.,.,.,.,7046,gray ironbark,Eucalyptus,paniculata,.,.,EUPA,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,7047,blackbutt,Eucalyptus,pilularis,.,.,EUPI,U,"P, U",U,U,.,P,.,.
.,.,.,.,7040,redbox,Eucalyptus,polyanthemos,.,.,EUPO,U,U,U,U,.,.,U,.
.,.,.,.,7048,black ironbox,Eucalyptus,raveretiana,.,.,EURA4,U,"P, U",U,U,.,P,.,.
.,.,.,.,7049,redmahogany,Eucalyptus,resinifera,.,.,EURE2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,514,swampmahogany,Eucalyptus,robusta,.,.,EURO2,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
.,.,.,.,7051,Western Australian floodedgum,Eucalyptus,rudis,.,.,EURU2,U,"P, U",U,U,.,P,U,.
.,.,.,.,7052,black peppermint,Eucalyptus,salicifolia,.,.,EUSA17,U,"P, U",U,U,.,P,.,.
.,.,.,.,7053,Sydney bluegum,Eucalyptus,saligna,.,.,EUSA,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,7054,red ironbark,Eucalyptus,sideroxylon,.,.,EUSI2,U,"P, U",U,U,.,P,U,.
.,"5, 6, 10",.,.,510,eucalyptus spp.,Eucalyptus,spp.,.,.,EUCAL,"R, U","P, U",U,"R, C, U",C,P,.,P2
.,.,.,.,7056,forest redgum,Eucalyptus,tereticornis,.,.,EUTE,U,"P, U",U,U,.,P,.,.
